SPX (S&P 500 INDEX),2731.25,+32.62,
Feb 15 2018 @ 16:16 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Dec 3150.00 (SPXW1821L3150),15.30,0.0,15.10,16.00,0,25,18 Dec 3150.00 (SPXW1821X3150),0.0,0.0,409.80,413.20,0,0,
18 Dec 3150.00 (SPX1821L3150-E),11.36,0.0,14.60,17.10,0,7183,18 Dec 3150.00 (SPX1821X3150-E),0.0,0.0,407.90,418.10,0,0,
18 Dec 3150.00 (SPXW1821L3150-E),15.30,0.0,15.10,16.00,0,25,18 Dec 3150.00 (SPXW1821X3150-E),0.0,0.0,409.80,413.20,0,0,
18 Dec 3175.00 (SPX1821L3175),8.40,0.0,12.20,14.50,0,102,18 Dec 3175.00 (SPX1821X3175),0.0,0.0,429.60,440.00,0,0,
18 Dec 3175.00 (SPXW1821L3175),0.0,0.0,12.60,13.40,0,0,18 Dec 3175.00 (SPXW1821X3175),0.0,0.0,431.70,435.20,0,0,
18 Dec 3175.00 (SPX1821L3175-E),8.40,0.0,12.20,14.50,0,102,18 Dec 3175.00 (SPX1821X3175-E),0.0,0.0,429.60,440.00,0,0,
18 Dec 3175.00 (SPXW1821L3175-E),0.0,0.0,12.60,13.40,0,0,18 Dec 3175.00 (SPXW1821X3175-E),0.0,0.0,431.70,435.20,0,0,
18 Dec 3200.00 (SPX1821L3200),10.42,+2.42,10.10,12.20,1,8569,18 Dec 3200.00 (SPX1821X3200),369.95,0.0,452.10,462.70,0,140,
18 Dec 3200.00 (SPXW1821L3200),5.90,0.0,10.60,11.30,0,209,18 Dec 3200.00 (SPXW1821X3200),354.70,0.0,454.10,457.60,0,4,
18 Dec 3200.00 (SPX1821L3200-E),10.42,+2.42,10.10,12.20,1,8569,18 Dec 3200.00 (SPX1821X3200-E),369.95,0.0,452.10,462.70,0,140,
18 Dec 3200.00 (SPXW1821L3200-E),5.90,0.0,10.60,11.30,0,209,18 Dec 3200.00 (SPXW1821X3200-E),354.70,0.0,454.10,457.60,0,4,
18 Dec 3250.00 (SPX1821L3250),7.20,-0.90,7.10,8.90,25,501,18 Dec 3250.00 (SPX1821X3250),0.0,0.0,497.70,508.50,0,0,
18 Dec 3250.00 (SPXW1821L3250),7.16,+2.06,7.50,8.10,7,7,18 Dec 3250.00 (SPXW1821X3250),0.0,0.0,499.90,503.40,0,0,
18 Dec 3250.00 (SPX1821L3250-E),7.20,-0.90,7.10,8.90,25,501,18 Dec 3250.00 (SPX1821X3250-E),0.0,0.0,497.70,508.50,0,0,
18 Dec 3250.00 (SPXW1821L3250-E),7.16,+2.06,7.50,8.10,7,7,18 Dec 3250.00 (SPXW1821X3250-E),0.0,0.0,499.90,503.40,0,0,
18 Dec 3300.00 (SPX1821L3300),3.89,0.0,5.00,6.70,0,5559,18 Dec 3300.00 (SPX1821X3300),448.70,0.0,544.60,555.60,0,22,
18 Dec 3300.00 (SPXW1821L3300),5.10,+1.60,5.40,6.00,2,133,18 Dec 3300.00 (SPXW1821X3300),0.0,0.0,546.70,550.30,0,0,
18 Dec 3300.00 (SPX1821L3300-E),3.89,0.0,5.00,6.70,0,5559,18 Dec 3300.00 (SPX1821X3300-E),448.70,0.0,544.60,555.60,0,22,
18 Dec 3300.00 (SPXW1821L3300-E),5.10,+1.60,5.40,6.00,2,133,18 Dec 3300.00 (SPXW1821X3300-E),0.0,0.0,546.70,550.30,0,0,
18 Dec 3400.00 (SPX1821L3400),3.00,+0.30,2.60,3.30,3,2567,18 Dec 3400.00 (SPX1821X3400),540.30,0.0,640.10,651.30,0,12,
18 Dec 3400.00 (SPXW1821L3400),2.10,0.0,3.00,3.60,0,2130,18 Dec 3400.00 (SPXW1821X3400),0.0,0.0,641.80,654.10,0,0,
18 Dec 3400.00 (SPX1821L3400-E),3.00,+0.30,2.60,3.30,3,2567,18 Dec 3400.00 (SPX1821X3400-E),540.30,0.0,640.10,651.30,0,12,
18 Dec 3400.00 (SPXW1821L3400-E),2.10,0.0,3.00,3.60,0,2130,18 Dec 3400.00 (SPXW1821X3400-E),0.0,0.0,641.80,654.10,0,0,
18 Dec 3500.00 (SPX1821L3500),1.54,-0.01,1.50,2.50,3,1618,18 Dec 3500.00 (SPX1821X3500),850.00,0.0,736.80,748.20,0,1331,
18 Dec 3500.00 (SPXW1821L3500),2.50,0.0,1.75,2.30,0,640,18 Dec 3500.00 (SPXW1821X3500),0.0,0.0,738.40,751.00,0,62,
18 Dec 3500.00 (SPX1821L3500-E),1.54,-0.01,1.50,2.50,3,1618,18 Dec 3500.00 (SPX1821X3500-E),850.00,0.0,736.80,748.20,0,1331,
18 Dec 3500.00 (SPXW1821L3500-E),2.50,0.0,1.75,2.30,0,640,18 Dec 3500.00 (SPXW1821X3500-E),0.0,0.0,738.40,751.00,0,62,
18 Dec 3600.00 (SPX1821L3600),1.40,0.0,0.75,1.70,0,1014,18 Dec 3600.00 (SPX1821X3600),931.75,0.0,833.80,845.30,0,1,
18 Dec 3600.00 (SPXW1821L3600),1.40,+0.40,1.15,1.55,1,1310,18 Dec 3600.00 (SPXW1821X3600),0.0,0.0,835.70,848.30,0,0,
18 Dec 3600.00 (SPX1821L3600-E),1.40,0.0,0.75,1.70,0,1014,18 Dec 3600.00 (SPX1821X3600-E),931.75,0.0,833.80,845.30,0,1,
18 Dec 3600.00 (SPXW1821L3600-E),1.40,+0.40,1.15,1.55,1,1310,18 Dec 3600.00 (SPXW1821X3600-E),0.0,0.0,835.70,848.30,0,0,
18 Dec 1200.00 (SPXW1831L1200),0.0,0.0,1507.10,1524.10,0,0,18 Dec 1200.00 (SPXW1831X1200),3.50,0.0,1.65,2.25,0,1443,
18 Dec 1200.00 (SPXW1831L1200-E),0.0,0.0,1507.10,1524.10,0,0,18 Dec 1200.00 (SPXW1831X1200-E),3.50,0.0,1.65,2.25,0,1443,
18 Dec 1300.00 (SPXW1831L1300),0.0,0.0,1410.10,1427.20,0,0,18 Dec 1300.00 (SPXW1831X1300),3.40,0.0,2.60,3.30,0,116,
18 Dec 1300.00 (SPXW1831L1300-E),0.0,0.0,1410.10,1427.20,0,0,18 Dec 1300.00 (SPXW1831X1300-E),3.40,0.0,2.60,3.30,0,116,
18 Dec 1400.00 (SPXW1831L1400),1317.80,0.0,1320.40,1324.50,30,0,18 Dec 1400.00 (SPXW1831X1400),4.20,-0.70,3.90,4.50,1,0,
18 Dec 1400.00 (SPXW1831L1400-E),1317.80,0.0,1320.40,1324.50,30,0,18 Dec 1400.00 (SPXW1831X1400-E),4.20,-0.70,3.90,4.50,1,0,
18 Dec 1500.00 (SPXW1831L1500),1322.40,0.0,1224.40,1228.40,0,26,18 Dec 1500.00 (SPXW1831X1500),9.50,0.0,5.60,6.30,0,51,
18 Dec 1500.00 (SPXW1831L1500-E),1322.40,0.0,1224.40,1228.40,0,26,18 Dec 1500.00 (SPXW1831X1500-E),9.50,0.0,5.60,6.30,0,51,
18 Dec 1600.00 (SPXW1831L1600),0.0,0.0,1129.00,1132.90,0,0,18 Dec 1600.00 (SPXW1831X1600),9.20,0.0,7.80,8.50,0,131,
18 Dec 1600.00 (SPXW1831L1600-E),0.0,0.0,1129.00,1132.90,0,0,18 Dec 1600.00 (SPXW1831X1600-E),9.20,0.0,7.80,8.50,0,131,
18 Dec 1650.00 (SPXW1831L1650),1201.20,0.0,1081.50,1085.30,0,30,18 Dec 1650.00 (SPXW1831X1650),10.70,0.0,9.20,9.90,0,61,
18 Dec 1650.00 (SPXW1831L1650-E),1201.20,0.0,1081.50,1085.30,0,30,18 Dec 1650.00 (SPXW1831X1650-E),10.70,0.0,9.20,9.90,0,61,
18 Dec 1700.00 (SPXW1831L1700),1154.70,0.0,1034.20,1038.00,0,30,18 Dec 1700.00 (SPXW1831X1700),12.30,0.0,10.70,11.50,0,130,
18 Dec 1700.00 (SPXW1831L1700-E),1154.70,0.0,1034.20,1038.00,0,30,18 Dec 1700.00 (SPXW1831X1700-E),12.30,0.0,10.70,11.50,0,130,
18 Dec 1750.00 (SPXW1831L1750),0.0,0.0,987.00,990.80,0,0,18 Dec 1750.00 (SPXW1831X1750),14.20,+0.10,12.40,13.20,68,51,
18 Dec 1750.00 (SPXW1831L1750-E),0.0,0.0,987.00,990.80,0,0,18 Dec 1750.00 (SPXW1831X1750-E),14.20,+0.10,12.40,13.20,68,51,
18 Dec 1800.00 (SPXW1831L1800),1058.60,0.0,940.20,943.90,0,110,18 Dec 1800.00 (SPXW1831X1800),16.20,0.0,14.40,15.20,34,66,
18 Dec 1800.00 (SPXW1831L1800-E),1058.60,0.0,940.20,943.90,0,110,18 Dec 1800.00 (SPXW1831X1800-E),16.20,0.0,14.40,15.20,34,66,
18 Dec 1850.00 (SPXW1831L1850),0.0,0.0,893.50,897.20,0,0,18 Dec 1850.00 (SPXW1831X1850),19.00,0.0,16.60,17.40,0,77,
18 Dec 1850.00 (SPXW1831L1850-E),0.0,0.0,893.50,897.20,0,0,18 Dec 1850.00 (SPXW1831X1850-E),19.00,0.0,16.60,17.40,0,77,
18 Dec 1900.00 (SPXW1831L1900),950.70,0.0,847.10,850.80,0,1,18 Dec 1900.00 (SPXW1831X1900),22.00,0.0,19.00,19.90,0,55,
18 Dec 1900.00 (SPXW1831L1900-E),950.70,0.0,847.10,850.80,0,1,18 Dec 1900.00 (SPXW1831X1900-E),22.00,0.0,19.00,19.90,0,55,
18 Dec 1950.00 (SPXW1831L1950),861.30,0.0,801.00,804.60,0,1,18 Dec 1950.00 (SPXW1831X1950),28.00,0.0,21.80,22.80,0,28,
18 Dec 1950.00 (SPXW1831L1950-E),861.30,0.0,801.00,804.60,0,1,18 Dec 1950.00 (SPXW1831X1950-E),28.00,0.0,21.80,22.80,0,28,
18 Dec 2000.00 (SPXW1831L2000),697.60,0.0,755.40,758.90,0,99,18 Dec 2000.00 (SPXW1831X2000),31.00,0.0,24.90,25.90,0,72,
18 Dec 2000.00 (SPXW1831L2000-E),697.60,0.0,755.40,758.90,0,99,18 Dec 2000.00 (SPXW1831X2000-E),31.00,0.0,24.90,25.90,0,72,
18 Dec 2025.00 (SPXW1831L2025),0.0,0.0,732.70,736.10,0,0,18 Dec 2025.00 (SPXW1831X2025),30.50,0.0,26.60,27.60,0,56,
18 Dec 2025.00 (SPXW1831L2025-E),0.0,0.0,732.70,736.10,0,0,18 Dec 2025.00 (SPXW1831X2025-E),30.50,0.0,26.60,27.60,0,56,
18 Dec 2050.00 (SPXW1831L2050),804.83,0.0,710.00,713.50,0,99,18 Dec 2050.00 (SPXW1831X2050),30.00,-1.76,28.40,29.50,2,139,
18 Dec 2050.00 (SPXW1831L2050-E),804.83,0.0,710.00,713.50,0,99,18 Dec 2050.00 (SPXW1831X2050-E),30.00,-1.76,28.40,29.50,2,139,
18 Dec 2075.00 (SPXW1831L2075),658.38,0.0,687.50,690.90,0,33,18 Dec 2075.00 (SPXW1831X2075),33.84,0.0,30.30,31.40,0,220,
18 Dec 2075.00 (SPXW1831L2075-E),658.38,0.0,687.50,690.90,0,33,18 Dec 2075.00 (SPXW1831X2075-E),33.84,0.0,30.30,31.40,0,220,
18 Dec 2100.00 (SPXW1831L2100),636.26,0.0,665.10,668.40,0,80,18 Dec 2100.00 (SPXW1831X2100),50.00,0.0,32.30,33.40,0,219,
18 Dec 2100.00 (SPXW1831L2100-E),636.26,0.0,665.10,668.40,0,80,18 Dec 2100.00 (SPXW1831X2100-E),50.00,0.0,32.30,33.40,0,219,
18 Dec 2125.00 (SPXW1831L2125),700.20,0.0,642.90,646.20,0,5,18 Dec 2125.00 (SPXW1831X2125),26.50,0.0,34.40,35.60,0,3,
18 Dec 2125.00 (SPXW1831L2125-E),700.20,0.0,642.90,646.20,0,5,18 Dec 2125.00 (SPXW1831X2125-E),26.50,0.0,34.40,35.60,0,3,
18 Dec 2150.00 (SPXW1831L2150),681.00,0.0,620.70,623.90,0,20,18 Dec 2150.00 (SPXW1831X2150),82.00,0.0,36.70,37.80,0,292,
18 Dec 2150.00 (SPXW1831L2150-E),681.00,0.0,620.70,623.90,0,20,18 Dec 2150.00 (SPXW1831X2150-E),82.00,0.0,36.70,37.80,0,292,
18 Dec 2175.00 (SPXW1831L2175),654.00,0.0,598.70,601.90,0,45,18 Dec 2175.00 (SPXW1831X2175),37.40,0.0,39.10,40.30,0,17,
18 Dec 2175.00 (SPXW1831L2175-E),654.00,0.0,598.70,601.90,0,45,18 Dec 2175.00 (SPXW1831X2175-E),37.40,0.0,39.10,40.30,0,17,
18 Dec 2200.00 (SPXW1831L2200),526.90,0.0,576.80,580.00,0,15,18 Dec 2200.00 (SPXW1831X2200),89.50,0.0,41.60,42.80,0,9,
18 Dec 2200.00 (SPXW1831L2200-E),526.90,0.0,576.80,580.00,0,15,18 Dec 2200.00 (SPXW1831X2200-E),89.50,0.0,41.60,42.80,0,9,
18 Dec 2225.00 (SPXW1831L2225),599.41,0.0,555.10,558.20,0,5,18 Dec 2225.00 (SPXW1831X2225),73.70,0.0,44.30,45.50,0,47,
18 Dec 2225.00 (SPXW1831L2225-E),599.41,0.0,555.10,558.20,0,5,18 Dec 2225.00 (SPXW1831X2225-E),73.70,0.0,44.30,45.50,0,47,
18 Dec 2250.00 (SPXW1831L2250),470.20,0.0,533.50,536.60,0,38,18 Dec 2250.00 (SPXW1831X2250),29.90,0.0,47.20,48.40,0,1000,
18 Dec 2250.00 (SPXW1831L2250-E),470.20,0.0,533.50,536.60,0,38,18 Dec 2250.00 (SPXW1831X2250-E),29.90,0.0,47.20,48.40,0,1000,
18 Dec 2275.00 (SPXW1831L2275),0.0,0.0,512.10,515.20,0,0,18 Dec 2275.00 (SPXW1831X2275),73.73,0.0,50.10,51.40,0,320,
18 Dec 2275.00 (SPXW1831L2275-E),0.0,0.0,512.10,515.20,0,0,18 Dec 2275.00 (SPXW1831X2275-E),73.73,0.0,50.10,51.40,0,320,
18 Dec 2300.00 (SPXW1831L2300),466.00,0.0,490.90,493.90,0,757,18 Dec 2300.00 (SPXW1831X2300),78.03,0.0,53.30,54.60,0,70,
18 Dec 2300.00 (SPXW1831L2300-E),466.00,0.0,490.90,493.90,0,757,18 Dec 2300.00 (SPXW1831X2300-E),78.03,0.0,53.30,54.60,0,70,
18 Dec 2325.00 (SPXW1831L2325),0.0,0.0,469.90,472.90,0,0,18 Dec 2325.00 (SPXW1831X2325),45.00,0.0,56.70,58.10,0,30,
18 Dec 2325.00 (SPXW1831L2325-E),0.0,0.0,469.90,472.90,0,0,18 Dec 2325.00 (SPXW1831X2325-E),45.00,0.0,56.70,58.10,0,30,
18 Dec 2350.00 (SPXW1831L2350),506.94,0.0,449.10,452.00,0,1,18 Dec 2350.00 (SPXW1831X2350),73.60,0.0,60.30,61.70,0,693,
18 Dec 2350.00 (SPXW1831L2350-E),506.94,0.0,449.10,452.00,0,1,18 Dec 2350.00 (SPXW1831X2350-E),73.60,0.0,60.30,61.70,0,693,
18 Dec 2375.00 (SPXW1831L2375),0.0,0.0,428.50,431.40,0,0,18 Dec 2375.00 (SPXW1831X2375),72.50,-18.77,64.10,65.50,15,23,
18 Dec 2375.00 (SPXW1831L2375-E),0.0,0.0,428.50,431.40,0,0,18 Dec 2375.00 (SPXW1831X2375-E),72.50,-18.77,64.10,65.50,15,23,
18 Dec 2400.00 (SPXW1831L2400),350.50,0.0,408.30,411.10,0,59,18 Dec 2400.00 (SPXW1831X2400),94.05,0.0,68.10,69.50,0,1130,
18 Dec 2400.00 (SPXW1831L2400-E),350.50,0.0,408.30,411.10,0,59,18 Dec 2400.00 (SPXW1831X2400-E),94.05,0.0,68.10,69.50,0,1130,
18 Dec 2425.00 (SPXW1831L2425),433.70,0.0,388.00,390.80,0,119,18 Dec 2425.00 (SPXW1831X2425),50.30,0.0,72.40,73.90,0,176,
18 Dec 2425.00 (SPXW1831L2425-E),433.70,0.0,388.00,390.80,0,119,18 Dec 2425.00 (SPXW1831X2425-E),50.30,0.0,72.40,73.90,0,176,
18 Dec 2450.00 (SPXW1831L2450),406.80,0.0,368.10,370.80,0,18,18 Dec 2450.00 (SPXW1831X2450),152.80,0.0,77.00,78.40,0,26,
18 Dec 2450.00 (SPXW1831L2450-E),406.80,0.0,368.10,370.80,0,18,18 Dec 2450.00 (SPXW1831X2450-E),152.80,0.0,77.00,78.40,0,26,
18 Dec 2475.00 (SPXW1831L2475),386.80,0.0,348.50,351.20,0,24,18 Dec 2475.00 (SPXW1831X2475),104.90,0.0,81.70,83.30,0,66,
18 Dec 2475.00 (SPXW1831L2475-E),386.80,0.0,348.50,351.20,0,24,18 Dec 2475.00 (SPXW1831X2475-E),104.90,0.0,81.70,83.30,0,66,
18 Dec 2500.00 (SPXW1831L2500),257.60,0.0,329.20,331.80,0,18,18 Dec 2500.00 (SPXW1831X2500),123.00,0.0,86.80,88.40,0,53,
18 Dec 2500.00 (SPXW1831L2500-E),257.60,0.0,329.20,331.80,0,18,18 Dec 2500.00 (SPXW1831X2500-E),123.00,0.0,86.80,88.40,0,53,
18 Dec 2525.00 (SPXW1831L2525),317.50,0.0,310.10,312.70,0,43,18 Dec 2525.00 (SPXW1831X2525),116.40,0.0,92.20,93.80,0,13,
18 Dec 2525.00 (SPXW1831L2525-E),317.50,0.0,310.10,312.70,0,43,18 Dec 2525.00 (SPXW1831X2525-E),116.40,0.0,92.20,93.80,0,13,
18 Dec 2550.00 (SPXW1831L2550),283.55,0.0,291.50,294.00,0,16,18 Dec 2550.00 (SPXW1831X2550),101.75,-7.58,97.90,99.50,6,336,
18 Dec 2550.00 (SPXW1831L2550-E),283.55,0.0,291.50,294.00,0,16,18 Dec 2550.00 (SPXW1831X2550-E),101.75,-7.58,97.90,99.50,6,336,
18 Dec 2575.00 (SPXW1831L2575),287.10,0.0,273.30,275.70,0,189,18 Dec 2575.00 (SPXW1831X2575),77.75,0.0,104.00,105.60,0,252,
18 Dec 2575.00 (SPXW1831L2575-E),287.10,0.0,273.30,275.70,0,189,18 Dec 2575.00 (SPXW1831X2575-E),77.75,0.0,104.00,105.60,0,252,
18 Dec 2600.00 (SPXW1831L2600),268.70,0.0,255.20,257.60,0,374,18 Dec 2600.00 (SPXW1831X2600),114.50,-8.77,110.40,112.10,6,801,
18 Dec 2600.00 (SPXW1831L2600-E),268.70,0.0,255.20,257.60,0,374,18 Dec 2600.00 (SPXW1831X2600-E),114.50,-8.77,110.40,112.10,6,801,
18 Dec 2625.00 (SPXW1831L2625),201.00,0.0,237.60,239.90,0,17,18 Dec 2625.00 (SPXW1831X2625),211.60,0.0,117.20,119.00,0,15,
18 Dec 2625.00 (SPXW1831L2625-E),201.00,0.0,237.60,239.90,0,17,18 Dec 2625.00 (SPXW1831X2625-E),211.60,0.0,117.20,119.00,0,15,
18 Dec 2650.00 (SPXW1831L2650),233.30,0.0,220.40,222.70,0,112,18 Dec 2650.00 (SPXW1831X2650),157.80,0.0,124.50,126.20,0,683,
18 Dec 2650.00 (SPXW1831L2650-E),233.30,0.0,220.40,222.70,0,112,18 Dec 2650.00 (SPXW1831X2650-E),157.80,0.0,124.50,126.20,0,683,
18 Dec 2675.00 (SPXW1831L2675),136.00,0.0,203.70,206.00,0,568,18 Dec 2675.00 (SPXW1831X2675),157.20,0.0,132.10,133.90,0,242,
18 Dec 2675.00 (SPXW1831L2675-E),136.00,0.0,203.70,206.00,0,568,18 Dec 2675.00 (SPXW1831X2675-E),157.20,0.0,132.10,133.90,0,242,
18 Dec 2700.00 (SPXW1831L2700),171.60,0.0,187.50,189.70,0,352,18 Dec 2700.00 (SPXW1831X2700),166.60,0.0,140.30,142.20,0,373,
18 Dec 2700.00 (SPXW1831L2700-E),171.60,0.0,187.50,189.70,0,352,18 Dec 2700.00 (SPXW1831X2700-E),166.60,0.0,140.30,142.20,0,373,
18 Dec 2725.00 (SPXW1831L2725),163.50,0.0,171.80,173.90,0,551,18 Dec 2725.00 (SPXW1831X2725),235.38,0.0,149.00,150.90,0,67,
18 Dec 2725.00 (SPXW1831L2725-E),163.50,0.0,171.80,173.90,0,551,18 Dec 2725.00 (SPXW1831X2725-E),235.38,0.0,149.00,150.90,0,67,
18 Dec 2750.00 (SPXW1831L2750),133.30,0.0,156.60,158.70,0,1276,18 Dec 2750.00 (SPXW1831X2750),185.20,0.0,158.20,160.20,0,57,
18 Dec 2750.00 (SPXW1831L2750-E),133.30,0.0,156.60,158.70,0,1276,18 Dec 2750.00 (SPXW1831X2750-E),185.20,0.0,158.20,160.20,0,57,
18 Dec 2775.00 (SPXW1831L2775),97.63,0.0,142.00,144.00,0,368,18 Dec 2775.00 (SPXW1831X2775),219.05,0.0,168.00,170.00,0,38,
18 Dec 2775.00 (SPXW1831L2775-E),97.63,0.0,142.00,144.00,0,368,18 Dec 2775.00 (SPXW1831X2775-E),219.05,0.0,168.00,170.00,0,38,
18 Dec 2800.00 (SPXW1831L2800),86.83,0.0,128.10,130.10,0,3264,18 Dec 2800.00 (SPXW1831X2800),228.65,0.0,178.40,180.60,0,950,
18 Dec 2800.00 (SPXW1831L2800-E),86.83,0.0,128.10,130.10,0,3264,18 Dec 2800.00 (SPXW1831X2800-E),228.65,0.0,178.40,180.60,0,950,
18 Dec 2825.00 (SPXW1831L2825),101.85,+29.70,114.80,116.70,2,69,18 Dec 2825.00 (SPXW1831X2825),206.72,0.0,189.60,191.80,0,1055,
18 Dec 2825.00 (SPXW1831L2825-E),101.85,+29.70,114.80,116.70,2,69,18 Dec 2825.00 (SPXW1831X2825-E),206.72,0.0,189.60,191.80,0,1055,
18 Dec 2850.00 (SPXW1831L2850),90.15,+32.49,102.30,104.20,2,602,18 Dec 2850.00 (SPXW1831X2850),222.86,0.0,201.50,203.80,0,81,
18 Dec 2850.00 (SPXW1831L2850-E),90.15,+32.49,102.30,104.20,2,602,18 Dec 2850.00 (SPXW1831X2850-E),222.86,0.0,201.50,203.80,0,81,
18 Dec 2875.00 (SPXW1831L2875),74.85,0.0,90.70,92.50,0,11,18 Dec 2875.00 (SPXW1831X2875),212.31,0.0,214.20,216.60,0,16,
18 Dec 2875.00 (SPXW1831L2875-E),74.85,0.0,90.70,92.50,0,11,18 Dec 2875.00 (SPXW1831X2875-E),212.31,0.0,214.20,216.60,0,16,
18 Dec 2900.00 (SPXW1831L2900),67.97,0.0,79.80,81.60,0,282,18 Dec 2900.00 (SPXW1831X2900),265.30,0.0,227.70,230.20,0,7,
18 Dec 2900.00 (SPXW1831L2900-E),67.97,0.0,79.80,81.60,0,282,18 Dec 2900.00 (SPXW1831X2900-E),265.30,0.0,227.70,230.20,0,7,
18 Dec 2925.00 (SPXW1831L2925),58.97,0.0,69.80,71.50,0,82,18 Dec 2925.00 (SPXW1831X2925),175.90,0.0,241.90,244.60,0,53,
18 Dec 2925.00 (SPXW1831L2925-E),58.97,0.0,69.80,71.50,0,82,18 Dec 2925.00 (SPXW1831X2925-E),175.90,0.0,241.90,244.60,0,53,
18 Dec 2950.00 (SPXW1831L2950),58.00,+8.50,60.70,62.30,7,196,18 Dec 2950.00 (SPXW1831X2950),181.60,0.0,257.30,260.00,0,70,
18 Dec 2950.00 (SPXW1831L2950-E),58.00,+8.50,60.70,62.30,7,196,18 Dec 2950.00 (SPXW1831X2950-E),181.60,0.0,257.30,260.00,0,70,
18 Dec 2975.00 (SPXW1831L2975),47.00,0.0,52.40,54.00,0,17,18 Dec 2975.00 (SPXW1831X2975),201.50,0.0,273.40,276.20,0,7,
18 Dec 2975.00 (SPXW1831L2975-E),47.00,0.0,52.40,54.00,0,17,18 Dec 2975.00 (SPXW1831X2975-E),201.50,0.0,273.40,276.20,0,7,
18 Dec 3000.00 (SPXW1831L3000),43.20,+9.90,45.10,46.60,6,2718,18 Dec 3000.00 (SPXW1831X3000),348.70,0.0,290.30,293.30,0,46,
18 Dec 3000.00 (SPXW1831L3000-E),43.20,+9.90,45.10,46.60,6,2718,18 Dec 3000.00 (SPXW1831X3000-E),348.70,0.0,290.30,293.30,0,46,
18 Dec 3025.00 (SPXW1831L3025),30.00,0.0,38.40,39.80,0,15,18 Dec 3025.00 (SPXW1831X3025),224.80,0.0,308.00,311.10,0,6,
18 Dec 3025.00 (SPXW1831L3025-E),30.00,0.0,38.40,39.80,0,15,18 Dec 3025.00 (SPXW1831X3025-E),224.80,0.0,308.00,311.10,0,6,
18 Dec 3050.00 (SPXW1831L3050),24.90,0.0,32.60,34.00,0,1304,18 Dec 3050.00 (SPXW1831X3050),236.50,0.0,326.50,329.80,0,27,
18 Dec 3050.00 (SPXW1831L3050-E),24.90,0.0,32.60,34.00,0,1304,18 Dec 3050.00 (SPXW1831X3050-E),236.50,0.0,326.50,329.80,0,27,
18 Dec 3075.00 (SPXW1831L3075),26.20,0.0,27.60,28.80,0,10,18 Dec 3075.00 (SPXW1831X3075),0.0,0.0,345.80,349.20,0,0,
18 Dec 3075.00 (SPXW1831L3075-E),26.20,0.0,27.60,28.80,0,10,18 Dec 3075.00 (SPXW1831X3075-E),0.0,0.0,345.80,349.20,0,0,
18 Dec 3100.00 (SPXW1831L3100),17.60,0.0,23.20,24.40,0,404,18 Dec 3100.00 (SPXW1831X3100),372.60,+90.30,365.80,369.20,7,98,
18 Dec 3100.00 (SPXW1831L3100-E),17.60,0.0,23.20,24.40,0,404,18 Dec 3100.00 (SPXW1831X3100-E),372.60,+90.30,365.80,369.20,7,98,
18 Dec 3150.00 (SPXW1831L3150),8.86,0.0,16.30,17.30,0,2,18 Dec 3150.00 (SPXW1831X3150),424.00,+103.30,407.60,411.20,12,5,
18 Dec 3150.00 (SPXW1831L3150-E),8.86,0.0,16.30,17.30,0,2,18 Dec 3150.00 (SPXW1831X3150-E),424.00,+103.30,407.60,411.20,12,5,
18 Dec 3200.00 (SPXW1831L3200),11.79,+2.66,11.40,12.30,266,310,18 Dec 3200.00 (SPXW1831X3200),468.30,+85.43,451.50,455.20,7,1,
18 Dec 3200.00 (SPXW1831L3200-E),11.79,+2.66,11.40,12.30,266,310,18 Dec 3200.00 (SPXW1831X3200-E),468.30,+85.43,451.50,455.20,7,1,
18 Dec 3250.00 (SPXW1831L3250),7.90,+3.34,8.10,8.90,12,2,18 Dec 3250.00 (SPXW1831X3250),511.90,+102.90,497.00,500.80,16,6,
18 Dec 3250.00 (SPXW1831L3250-E),7.90,+3.34,8.10,8.90,12,2,18 Dec 3250.00 (SPXW1831X3250-E),511.90,+102.90,497.00,500.80,16,6,
18 Dec 3300.00 (SPXW1831L3300),8.20,0.0,5.80,6.50,0,13,18 Dec 3300.00 (SPXW1831X3300),550.10,+129.70,543.50,547.40,125,4,
18 Dec 3300.00 (SPXW1831L3300-E),8.20,0.0,5.80,6.50,0,13,18 Dec 3300.00 (SPXW1831X3300-E),550.10,+129.70,543.50,547.40,125,4,
18 Dec 3400.00 (SPXW1831L3400),3.18,0.0,3.20,3.80,0,18,18 Dec 3400.00 (SPXW1831X3400),570.30,0.0,637.90,653.80,0,2,
18 Dec 3400.00 (SPXW1831L3400-E),3.18,0.0,3.20,3.80,0,18,18 Dec 3400.00 (SPXW1831X3400-E),570.30,0.0,637.90,653.80,0,2,
19 Jan 1100.00 (SPX1918A1100),1456.10,0.0,1607.40,1624.90,0,0,19 Jan 1100.00 (SPX1918M1100),3.70,0.0,0.50,1.80,0,20,
19 Jan 1100.00 (SPX1918A1100-E),1456.10,0.0,1607.40,1624.90,0,0,19 Jan 1100.00 (SPX1918M1100-E),3.70,0.0,0.50,1.80,0,20,
19 Jan 1150.00 (SPX1918A1150),0.0,0.0,1559.00,1576.30,0,0,19 Jan 1150.00 (SPX1918M1150),1.85,0.0,0.85,3.70,0,3,
